Gene_set,Term,Overlap,P-value,Adjusted P-value,Odds Ratio,Combined Score,Genes,condition,direction
gs_ind_0,Oxidative Phosphorylation (GO:0006119),1/58,0.20272397152181645,0.2908648287052149,6.718050065876153,10.721403088711368,NDUFAB1,Stim48hr,negative
gs_ind_0,Regulation Of Notch Signaling Pathway (GO:0008593),1/58,0.20272397152181645,0.2908648287052149,6.718050065876153,10.721403088711368,PDCD10,Stim48hr,negative
gs_ind_0,Regulation Of Rho Protein Signal Transduction (GO:0035023),1/59,0.2058393045496304,0.29337229784648317,6.602693602693603,10.436610300092651,PDCD10,Stim48hr,negative
gs_ind_0,Positive Regulation Of Protein Transport (GO:0051222),1/59,0.2058393045496304,0.29337229784648317,6.602693602693603,10.436610300092651,PDCD10,Stim48hr,negative
gs_ind_0,Regulation Of Ras Protein Signal Transduction (GO:0046578),1/60,0.20894270703282836,0.29582977332370747,6.491214667685256,10.163263605996447,PDCD10,Stim48hr,negative
gs_ind_0,Organic Anion Transport (GO:0015711),1/60,0.20894270703282836,0.29582977332370747,6.491214667685256,10.163263605996447,SLC25A4,Stim48hr,negative
gs_ind_1,Euchromatin (GO:0000791),1/32,0.11738706460349187,0.2974248758246376,12.288119288119288,26.324574492575397,H2AZ1,Stim48hr,negative
gs_ind_1,Motile Cilium (GO:0031514),1/33,0.12082885580375903,0.2974248758246376,11.909090909090908,25.168436325378373,PAFAH1B1,Stim48hr,negative
gs_ind_0,Regulation Of Insulin Secretion (GO:0050796),1/61,0.21203422373193404,0.29921934862170957,6.3834209867267715,9.900734366370898,ENSA,Stim48hr,negative
gs_ind_0,Regulation Of Cell Cycle G1/S Phase Transition (GO:1902806),1/63,0.21818177799833044,0.3048859373331719,6.178181818181818,9.405829078663098,SMARCC1,Stim48hr,negative
gs_ind_0,Positive Regulation Of Peptidyl-Serine Phosphorylation (GO:0033138),1/63,0.21818177799833044,0.3048859373331719,6.178181818181818,9.405829078663098,PDCD10,Stim48hr,negative
gs_ind_0,Negative Regulation Of Protein Modification Process (GO:0031400),1/63,0.21818177799833044,0.3048859373331719,6.178181818181818,9.405829078663098,ENSA,Stim48hr,negative
gs_ind_0,DNA-templated DNA Replication (GO:0006261),1/64,0.22123790426680692,0.3071555369917805,6.080410403245049,9.172400432875236,ORC1,Stim48hr,negative
gs_ind_0,Purine Ribonucleotide Metabolic Process (GO:0009150),1/64,0.22123790426680692,0.3071555369917805,6.080410403245049,9.172400432875236,ACSM2A,Stim48hr,negative
gs_ind_0,Calcium Ion Transport (GO:0006816),1/65,0.22428232215473962,0.3103777942076881,5.985670660089265,8.94767771495482,MCUR1,Stim48hr,negative
gs_ind_0,Cellular Response To Cytokine Stimulus (GO:0071345),2/232,0.22799000508712472,0.31449425139027815,2.812017800836371,4.157437526880645,IL21R;YBX3,Stim48hr,negative
gs_ind_1,Respiratory Chain Complex I (GO:0045271),1/39,0.1412050859229886,0.3190197559316126,10.04840613931523,19.670176400505433,NDUFAB1,Stim48hr,negative
gs_ind_1,Mitochondrial Respiratory Chain Complex I (GO:0005747),1/39,0.1412050859229886,0.3190197559316126,10.04840613931523,19.670176400505433,NDUFAB1,Stim48hr,negative
gs_ind_1,U2-type Precatalytic Spliceosome (GO:0071005),1/40,0.14455582690651195,0.3190197559316126,9.79324894514768,18.94101996223831,LSM5,Stim48hr,negative
gs_ind_1,Precatalytic Spliceosome (GO:0071011),1/42,0.15121891775052054,0.32260035786777713,9.319824753559693,17.60539785159768,LSM5,Stim48hr,negative
gs_ind_0,Positive Regulation Of Endothelial Cell Migration (GO:0010595),1/69,0.23634378636571324,0.3249727062528557,5.63437292634373,8.127401587381643,ATP5F1A,Stim48hr,negative
gs_ind_0,Positive Regulation Of MAP Kinase Activity (GO:0043406),1/70,0.23933031829232354,0.3280278164453891,5.552866797471114,7.940103073800492,PDCD10,Stim48hr,negative
gs_ind_0,Negative Regulation Of Apoptotic Signaling Pathway (GO:2001234),1/71,0.24230540309249454,0.3289525883755701,5.473672899204814,7.759239788260902,SLC25A4,Stim48hr,negative
gs_ind_0,Regulation Of Protein Secretion (GO:0050708),1/71,0.24230540309249454,0.3289525883755701,5.473672899204814,7.759239788260902,ENSA,Stim48hr,negative
gs_ind_0,mRNA Metabolic Process (GO:0016071),1/71,0.24230540309249454,0.3289525883755701,5.473672899204814,7.759239788260902,LSM5,Stim48hr,negative
gs_ind_0,Positive Regulation Of Binding (GO:0051099),1/75,0.2540921283376317,0.3354016094056738,5.178157413056742,7.094377893214099,SUB1,Stim48hr,negative
gs_ind_0,Negative Regulation Of Protein Kinase Activity (GO:0006469),1/75,0.2540921283376317,0.3354016094056738,5.178157413056742,7.094377893214099,DUSP3,Stim48hr,negative
gs_ind_0,Positive Regulation Of Double-Strand Break Repair (GO:2000781),1/74,0.25116240378279103,0.3354016094056738,5.249020820449392,7.25233860197666,SMARCC1,Stim48hr,negative
gs_ind_0,Regulation Of Peptidyl-Serine Phosphorylation (GO:0033135),1/73,0.24822140309071208,0.3354016094056738,5.32183908045977,7.415632457542813,PDCD10,Stim48hr,negative
gs_ind_0,Cellular Response To Salt (GO:1902075),1/75,0.2540921283376317,0.3354016094056738,5.178157413056742,7.094377893214099,SLC13A2,Stim48hr,negative
gs_ind_0,Regulation Of Cell Motility (GO:2000145),1/74,0.25116240378279103,0.3354016094056738,5.249020820449392,7.25233860197666,KIF2A,Stim48hr,negative
gs_ind_0,Positive Regulation Of DNA Repair (GO:0045739),1/74,0.25116240378279103,0.3354016094056738,5.249020820449392,7.25233860197666,SMARCC1,Stim48hr,negative
gs_ind_0,Regulation Of Endothelial Cell Proliferation (GO:0001936),1/74,0.25116240378279103,0.3354016094056738,5.249020820449392,7.25233860197666,ATP5F1A,Stim48hr,negative
gs_ind_0,Regulation Of Defense Response (GO:0031347),1/75,0.2540921283376317,0.3354016094056738,5.178157413056742,7.094377893214099,MGLL,Stim48hr,negative
gs_ind_0,Regulation Of Mitotic Cell Cycle Phase Transition (GO:1901990),1/76,0.2570106191102364,0.3371790691079249,5.109171182018864,6.941513480025282,SMARCC1,Stim48hr,negative
gs_ind_0,Regulation Of Double-Strand Break Repair (GO:2000779),1/76,0.2570106191102364,0.3371790691079249,5.109171182018864,6.941513480025282,SMARCC1,Stim48hr,negative
gs_ind_0,Mitotic Spindle Organization (GO:0007052),1/77,0.25991791829981903,0.3389203250778795,5.041988512576748,6.793521859911456,KIF2A,Stim48hr,negative
gs_ind_0,Negative Regulation Of MAPK Cascade (GO:0043409),1/77,0.25991791829981903,0.3389203250778795,5.041988512576748,6.793521859911456,DUSP3,Stim48hr,negative
gs_ind_1,Bicellular Tight Junction (GO:0005923),1/49,0.17414163210971945,0.3482832642194389,7.970321774445486,13.931216500964341,YBX3,Stim48hr,negative
gs_ind_1,Heterochromatin (GO:0000792),1/48,0.170904495202028,0.3482832642194389,8.138755980861244,14.378336395908626,H2AZ1,Stim48hr,negative
gs_ind_0,Negative Regulation Of Developmental Process (GO:0051093),1/80,0.2685730860374811,0.3491450118487254,4.850581284543549,6.376730349338062,SMARCC1,Stim48hr,negative
gs_ind_0,Response To Tumor Necrosis Factor (GO:0034612),1/81,0.27143603779089626,0.34968786850538885,4.789949181253529,6.246231470267939,YBX3,Stim48hr,negative
gs_ind_0,Cellular Respiration (GO:0045333),1/81,0.27143603779089626,0.34968786850538885,4.789949181253529,6.246231470267939,NDUFAB1,Stim48hr,negative
gs_ind_0,Protein Complex Oligomerization (GO:0051259),1/81,0.27143603779089626,0.34968786850538885,4.789949181253529,6.246231470267939,SLC31A1,Stim48hr,negative
gs_ind_0,Positive Regulation Of Translation (GO:0045727),1/82,0.27428800664006675,0.35230405643290014,4.730804982338725,6.119658650377076,YBX3,Stim48hr,negative
gs_ind_0,Peptidyl-Lysine Modification (GO:0018205),1/83,0.27712903386117516,0.3538405962060396,4.673094582185492,5.996851687898581,NDUFAB1,Stim48hr,negative
gs_ind_0,Negative Regulation Of Gene Expression (GO:0010629),2/266,0.277133893532003,0.3538405962060396,2.443922592715296,3.1361747122362558,PDCD10;LSM5,Stim48hr,negative
gs_ind_0,Positive Regulation Of T Cell Activation (GO:0050870),1/84,0.27995916057849873,0.35638718067708,4.616766467065868,5.877658673758992,SMARCC1,Stim48hr,negative
gs_ind_0,Cellular Response To Tumor Necrosis Factor (GO:0071356),1/87,0.2883845466834365,0.360690876172578,4.455596426694693,5.540357973113133,YBX3,Stim48hr,negative
gs_ind_0,Regulation Of Organelle Organization (GO:0033043),1/87,0.2883845466834365,0.360690876172578,4.455596426694693,5.540357973113133,PDCD10,Stim48hr,negative
gs_ind_0,Non-Membrane-Bounded Organelle Assembly (GO:0140694),1/87,0.2883845466834365,0.360690876172578,4.455596426694693,5.540357973113133,ASB2,Stim48hr,negative
gs_ind_0,Mitochondrial Respiratory Chain Complex Assembly (GO:0033108),1/86,0.2855868762426574,0.360690876172578,4.508063087010456,5.649545238185391,NDUFAB1,Stim48hr,negative
gs_ind_0,Regulation Of MAP Kinase Activity (GO:0043405),1/87,0.2883845466834365,0.360690876172578,4.455596426694693,5.540357973113133,PDCD10,Stim48hr,negative
gs_ind_0,Positive Regulation Of Stress-Activated MAPK Cascade (GO:0032874),1/86,0.2855868762426574,0.360690876172578,4.508063087010456,5.649545238185391,PDCD10,Stim48hr,negative
gs_ind_0,Anterograde Trans-Synaptic Signaling (GO:0098916),1/89,0.29394771539348125,0.36658014506919606,4.35422016777949,5.33110411984203,PAFAH1B1,Stim48hr,negative
gs_ind_0,Protein Maturation (GO:0051604),1/90,0.29671329425993853,0.3689565311232279,4.305231081767395,5.230808172650505,NDUFAB1,Stim48hr,negative
gs_ind_0,Regulation Of JNK Cascade (GO:0046328),1/91,0.29946825628493084,0.37124479119028464,4.257324627490373,5.133255784890669,DUSP3,Stim48hr,negative
gs_ind_0,Proteasome-Mediated Ubiquitin-Dependent Protein Catabolic Process (GO:0043161),2/282,0.3002842483520484,0.37124479119028464,2.3015785508205155,2.7688582816380314,PSMD7;ASB2,Stim48hr,negative
gs_ind_1,Recycling Endosome Membrane (GO:0055038),1/55,0.19330593908628815,0.37489636671280124,7.089519043647484,11.651491042174044,SLC31A1,Stim48hr,negative
gs_ind_0,Cellular Response To Metal Ion (GO:0071248),1/94,0.30766983986214336,0.3749726173319872,4.119753686598607,4.8560691036501185,SLC13A2,Stim48hr,negative
gs_ind_0,Regulation Of G1/S Transition Of Mitotic Cell Cycle (GO:2000045),1/94,0.30766983986214336,0.3749726173319872,4.119753686598607,4.8560691036501185,SMARCC1,Stim48hr,negative
gs_ind_0,Mitotic Cell Cycle Phase Transition (GO:0044772),1/94,0.30766983986214336,0.3749726173319872,4.119753686598607,4.8560691036501185,ENSA,Stim48hr,negative
gs_ind_0,Metal Ion Transport (GO:0030001),1/94,0.30766983986214336,0.3749726173319872,4.119753686598607,4.8560691036501185,TUSC3,Stim48hr,negative
gs_ind_0,Regulation Of Response To External Stimulus (GO:0032101),1/94,0.30766983986214336,0.3749726173319872,4.119753686598607,4.8560691036501185,MGLL,Stim48hr,negative
gs_ind_0,Positive Regulation Of Protein Serine/Threonine Kinase Activity (GO:0071902),1/95,0.3103827323391727,0.37720734326771976,4.075837742504409,4.768522790585216,PDCD10,Stim48hr,negative
gs_ind_0,Epithelium Development (GO:0060429),1/97,0.3157773005004523,0.38267927094546333,3.9907363793374158,4.600193893556136,PDCD10,Stim48hr,negative
gs_ind_0,Regulation Of Protein Serine/Threonine Kinase Activity (GO:0071900),1/98,0.3184590544375049,0.3826860906265815,3.9494949494949494,4.5192545006516065,PDCD10,Stim48hr,negative
gs_ind_0,Negative Regulation Of Cell Motility (GO:2000146),1/98,0.3184590544375049,0.3826860906265815,3.9494949494949494,4.5192545006516065,DUSP3,Stim48hr,negative
gs_ind_0,Cellular Response To Oxygen-Containing Compound (GO:1901701),2/294,0.31758536322910325,0.3826860906265815,2.20504009163803,2.529200028324153,H2AZ1;SLC13A2,Stim48hr,negative
gs_ind_0,Mitotic Sister Chromatid Segregation (GO:0000070),1/99,0.32113050687385813,0.38481840069520984,3.909090909090909,4.440366365935249,KIF2A,Stim48hr,negative
gs_ind_0,Regulation Of Protein Binding (GO:0043393),1/100,0.32379169657643037,0.38692656777517725,3.869499010202528,4.363459448771469,SUB1,Stim48hr,negative
gs_ind_1,Tight Junction (GO:0070160),1/60,0.20894270703282836,0.3933039191206181,6.491214667685256,10.163263605996447,YBX3,Stim48hr,negative
gs_ind_0,Regulation Of Anatomical Structure Morphogenesis (GO:0022603),1/103,0.33171407481081383,0.39529260581621983,3.755358462675536,4.143970097501722,PDCD10,Stim48hr,negative
gs_ind_0,Actin Filament Organization (GO:0007015),1/104,0.33433459839794094,0.39621420638872007,3.718782023129849,4.074345913286221,TCAP,Stim48hr,negative
gs_ind_0,Protein Dephosphorylation (GO:0006470),1/104,0.33433459839794094,0.39621420638872007,3.718782023129849,4.074345913286221,DUSP3,Stim48hr,negative
gs_ind_0,Protein-Containing Complex Organization (GO:0043933),1/106,0.339545470394167,0.4001785901074111,3.647709320695103,3.940063766198568,TCAP,Stim48hr,negative
gs_ind_0,Golgi Organization (GO:0007030),1/106,0.339545470394167,0.4001785901074111,3.647709320695103,3.940063766198568,PDCD10,Stim48hr,negative
gs_ind_0,Negative Regulation Of Response To External Stimulus (GO:0032102),1/107,0.3421358944983633,0.4021268458624599,3.6131739934556837,3.8752998973274524,DUSP3,Stim48hr,negative
gs_ind_0,Regulation Of Mitotic Cell Cycle (GO:0007346),1/108,0.3447163609041903,0.4040527836827804,3.5792811839323466,3.812053802719362,DUSP3,Stim48hr,negative
gs_ind_0,Positive Regulation Of Intracellular Protein Transport (GO:0090316),1/109,0.34728690711121935,0.4059566298384553,3.546013126658288,3.7502777342437947,PDCD10,Stim48hr,negative
gs_ind_0,Generation Of Neurons (GO:0048699),1/111,0.35239838823622205,0.41081225150363926,3.481283422459893,3.6309540965429687,PAFAH1B1,Stim48hr,negative
gs_ind_0,Regulation Of Cell Cycle Process (GO:0010564),1/113,0.35747063511314614,0.4155959416356089,3.418855218855219,3.516983405675911,SMARCC1,Stim48hr,negative
gs_ind_1,Apical Junction Complex (GO:0043296),1/66,0.2273150756063201,0.41566185253727106,5.89382373351839,8.73121789739157,YBX3,Stim48hr,negative
gs_ind_0,Regulation Of DNA Metabolic Process (GO:0051052),1/115,0.36250394279302106,0.4198059273791118,3.358607913193066,3.4080463801112737,SUB1,Stim48hr,negative
gs_ind_0,Ubiquitin-Dependent Protein Catabolic Process (GO:0006511),2/326,0.3632212579527607,0.4198059273791118,1.9825107619970455,2.0077741035363004,PSMD7;ASB2,Stim48hr,negative
gs_ind_0,Cellular Response To Organic Cyclic Compound (GO:0071407),1/116,0.36500608604291074,0.4198059273791118,3.3292666929030563,3.3553723101811928,H2AZ1,Stim48hr,negative
gs_ind_0,Dephosphorylation (GO:0016311),1/116,0.36500608604291074,0.4198059273791118,3.3292666929030563,3.3553723101811928,DUSP3,Stim48hr,negative
gs_ind_0,Regulation Of Macromolecule Metabolic Process (GO:0060255),1/118,0.36998153339880735,0.4232588742082356,3.2720825274016763,3.2534388042784896,YBX3,Stim48hr,negative
gs_ind_0,Regulation Of DNA Repair (GO:0006282),1/118,0.36998153339880735,0.4232588742082356,3.2720825274016763,3.2534388042784896,SMARCC1,Stim48hr,negative
gs_ind_0,Heart Development (GO:0007507),1/119,0.3724549099165565,0.42495520306968815,3.244214294847206,3.204113521240713,TCAP,Stim48hr,negative
gs_ind_0,Cellular Response To Growth Factor Stimulus (GO:0071363),1/120,0.37491876971272237,0.42663170346620133,3.216812476226702,3.1558406605537406,DUSP3,Stim48hr,negative
gs_ind_0,Chemical Synaptic Transmission (GO:0007268),1/122,0.3798180824985875,0.42992600894958855,3.1633620152138673,3.0623333149553487,PAFAH1B1,Stim48hr,negative
gs_ind_0,Brain Development (GO:0007420),1/122,0.3798180824985875,0.42992600894958855,3.1633620152138673,3.0623333149553487,PAFAH1B1,Stim48hr,negative
gs_ind_0,Positive Regulation Of Protein Kinase Activity (GO:0045860),1/124,0.384679757151709,0.4342831995212715,3.1116427432216907,2.9726895062897403,PDCD10,Stim48hr,negative
gs_ind_0,Negative Regulation Of Cell Migration (GO:0030336),1/126,0.38950407696405304,0.43857545673905185,3.061571894241217,2.886697805581238,DUSP3,Stim48hr,negative
gs_ind_0,Positive Regulation Of Cellular Catabolic Process (GO:0031331),1/131,0.40140328936836034,0.4507906050759858,2.943109253454081,2.6864367161240112,RBM27,Stim48hr,negative
gs_ind_1,trans-Golgi Network Membrane (GO:0032588),1/75,0.2540921283376317,0.4517193392669008,5.178157413056742,7.094377893214099,NDST1,Stim48hr,negative
gs_ind_0,Positive Regulation Of Cellular Biosynthetic Process (GO:0031328),1/133,0.40609906814997515,0.4548733687632881,2.898227558604917,2.6117613528919383,MID1IP1,Stim48hr,negative
gs_ind_1,Microtubule Cytoskeleton (GO:0015630),2/269,0.28147862183130135,0.4619136358257253,2.4159360246651893,3.0626791463082323,KIF2A;MID1IP1,Stim48hr,negative
gs_ind_1,Early Endosome Membrane (GO:0031901),1/84,0.27995916057849873,0.4619136358257253,4.616766467065868,5.877658673758992,SLC31A1,Stim48hr,negative
gs_ind_1,Nuclear Chromosome (GO:0000228),1/83,0.27712903386117516,0.4619136358257253,4.673094582185492,5.996851687898581,H2AZ1,Stim48hr,negative
gs_ind_0,Positive Regulation Of Cell Population Proliferation (GO:0008284),2/365,0.41731715208638637,0.4662215058465098,1.764276294332024,1.5418165610722832,SMARCC1;PDCD10,Stim48hr,negative
gs_ind_0,Phosphate-Containing Compound Metabolic Process (GO:0006796),1/140,0.4222517418934231,0.47050908382410006,2.7512762028891062,2.3720226775146407,DUSP3,Stim48hr,negative
gs_ind_1,Cytoplasmic Vesicle Lumen (GO:0060205),1/91,0.29946825628493084,0.47914921005588934,4.257324627490373,5.133255784890669,PSMD7,Stim48hr,negative
gs_ind_0,Regulation Of Signal Transduction (GO:0009966),1/151,0.44676854415042827,0.4939786222694168,2.5479714084365246,2.0529378069494912,MGLL,Stim48hr,negative
gs_ind_0,Regulation Of MAPK Cascade (GO:0043408),1/151,0.44676854415042827,0.4939786222694168,2.5479714084365246,2.0529378069494912,DUSP3,Stim48hr,negative
gs_ind_0,RNA Processing (GO:0006396),1/150,0.44458254977770195,0.4939786222694168,2.5652173913043477,2.079415309636055,LSM5,Stim48hr,negative
gs_ind_0,Regulation Of Angiogenesis (GO:0045765),1/155,0.4554285181011244,0.5022592140498261,2.4812199666568597,1.9515204568576345,PDCD10,Stim48hr,negative
gs_ind_0,Regulation Of Cell Differentiation (GO:0045595),1/157,0.4597085461753637,0.5056794007929001,2.449123826120631,1.903367405104315,SMARCC1,Stim48hr,negative
gs_ind_0,Transcription By RNA Polymerase II (GO:0006366),1/164,0.47443062598448577,0.5205389732668655,2.3429709943471413,1.7470126018828078,SUB1,Stim48hr,negative
gs_ind_1,Basolateral Plasma Membrane (GO:0016323),1/106,0.339545470394167,0.5213499344736965,3.647709320695103,3.940063766198568,SLC31A1,Stim48hr,negative
gs_ind_1,Ficolin-1-Rich Granule Lumen (GO:1904813),1/107,0.3421358944983633,0.5213499344736965,3.6131739934556837,3.8752998973274524,PSMD7,Stim48hr,negative
gs_ind_0,Regulation Of ERK1 And ERK2 Cascade (GO:0070372),1/166,0.4785642319845201,0.5237348355136712,2.3142909457108853,1.7055510587773044,DUSP3,Stim48hr,negative
gs_ind_0,Positive Regulation Of Cell Motility (GO:2000147),1/167,0.4806190702884899,0.5246452446660615,2.3002093002093003,1.6853179856240932,PDCD10,Stim48hr,negative
