target_contrast_gene_name,gate_pass,best_condition,fail_primary,failure_reasons,n_cells_best,de_genes_best,significant_any,offtarget_any,n_conditions
ZNF497,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),256,0,False,False,3
ZNF500,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),218,1,False,False,3
ZNF501,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),706,0,False,False,3
ZNF502,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),436,2,False,False,3
ZNF503,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),585,0,False,False,3
ZNF506,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),1202,4,False,False,3
ZNF507,True,Stim48hr,PASS,,469,72,True,False,3
ZNF510,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),706,1,True,False,3
ZNF512,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),379,3,True,False,3
ZNF512B,True,Rest,PASS,,358,493,True,False,3
ZNF513,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),841,3,True,False,3
ZNF514,False,Rest,Off-target flagged,Off-target flagged; Too few downstream DE genes (<50),1176,7,True,True,3
ZNF516,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),855,0,False,False,3
ZNF517,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),450,1,False,False,3
ZNF518A,False,Rest,Not statistically significant,Not statistically significant,392,737,False,False,3
ZNF518B,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),244,4,True,False,3
ZNF519,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),778,6,True,False,3
ZNF521,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),1152,3,False,False,3
ZNF524,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),440,1,True,False,3
ZNF526,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),350,19,True,False,3
ZNF527,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),502,9,True,False,3
ZNF528,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),1084,3,False,False,3
ZNF529,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),333,1,True,False,3
ZNF530,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),597,4,True,False,3
ZNF532,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),527,6,False,False,3
ZNF534,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),832,3,False,False,3
ZNF536,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),451,0,False,False,3
ZNF540,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),481,0,False,False,3
ZNF543,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),466,1,True,False,3
ZNF544,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),1207,2,True,False,3
ZNF546,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),752,6,True,False,3
ZNF547,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),848,3,False,False,3
ZNF548,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),767,1,True,False,3
ZNF549,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),545,42,True,False,3
ZNF550,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),481,4,True,False,3
ZNF551,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),316,1,False,False,3
ZNF552,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),803,7,True,False,3
ZNF554,True,Stim48hr,PASS,,430,659,True,False,3
ZNF555,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),579,3,False,False,3
ZNF556,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),1438,6,False,False,3
ZNF557,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),543,3,True,False,3
ZNF558,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),861,2,True,False,3
ZNF559,False,Stim8hr,Too few cells (n<200),Too few cells (n<200); Not statistically significant,157,50,True,False,3
ZNF560,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),364,2,False,False,3
ZNF561,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),277,13,True,False,3
ZNF562,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),651,10,True,False,3
ZNF563,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),621,0,False,False,3
ZNF564,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),320,1,False,False,3
ZNF565,False,Stim8hr,Off-target flagged,Off-target flagged; Too few downstream DE genes (<50),781,2,True,True,3
ZNF566,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),285,17,True,False,3
ZNF567,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),601,2,True,False,3
ZNF568,False,Rest,Off-target flagged,Off-target flagged; Too few downstream DE genes (<50),1174,10,True,True,3
ZNF569,False,Stim48hr,Off-target flagged,Off-target flagged; Too few downstream DE genes (<50),884,3,True,True,3
ZNF57,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),355,1,False,False,2
ZNF570,False,Rest,Off-target flagged,Off-target flagged; Too few downstream DE genes (<50),773,12,True,True,3
ZNF571,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),2259,2,True,False,3
ZNF572,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),267,7,False,False,3
ZNF573,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),507,2,True,False,3
ZNF574,False,Stim48hr,Too few cells (n<200),Too few cells (n<200); Not statistically significant,105,211,False,False,3
ZNF575,False,Stim8hr,Not statistically significant,Not statistically significant; Off-target flagged; Too few downstream DE genes (<50),557,1,False,True,3
ZNF576,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),443,4,True,False,3
ZNF577,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),873,2,False,False,3
ZNF578,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),386,10,False,False,3
ZNF579,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),771,17,True,False,3
ZNF580,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),1091,1,True,False,3
ZNF581,False,Stim8hr,Off-target flagged,Off-target flagged; Too few downstream DE genes (<50),336,12,True,True,3
ZNF582,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),523,2,False,False,3
ZNF583,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),1509,3,True,False,3
ZNF584,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),462,3,True,False,3
ZNF585A,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),404,1,False,False,3
ZNF585B,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),514,1,False,False,3
ZNF586,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),484,13,True,False,3
ZNF587,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),445,0,False,False,3
ZNF587B,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),420,47,False,False,3
ZNF589,True,Rest,PASS,,667,53,True,False,3
ZNF592,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),293,4,True,False,3
ZNF593,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),423,3,True,False,3
ZNF594,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),510,5,False,False,3
ZNF595,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),411,5,True,False,3
ZNF596,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),506,1,False,False,3
ZNF597,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),961,6,True,False,3
ZNF598,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),214,2,False,False,1
ZNF599,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),652,1,False,False,3
ZNF600,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),2167,11,True,False,3
ZNF605,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),763,2,True,False,3
ZNF606,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),1019,2,True,False,3
ZNF607,False,Stim8hr,Not statistically significant,Not statistically significant,705,51,False,False,3
ZNF608,False,Stim8hr,Not statistically significant,Not statistically significant,809,135,False,False,3
ZNF610,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),1237,0,False,False,3
ZNF611,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),799,3,False,False,3
ZNF613,True,Stim8hr,PASS,,845,1621,True,False,3
ZNF614,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),613,3,True,False,3
ZNF615,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),629,2,False,False,3
ZNF616,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),523,17,False,False,3
ZNF618,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),744,32,False,False,3
ZNF619,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),282,8,True,False,3
ZNF620,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),1564,4,True,False,3
ZNF621,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),933,2,True,False,3
ZNF622,True,Stim48hr,PASS,,256,68,True,False,3
ZNF623,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),382,5,True,False,3
ZNF624,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),432,1,False,False,3
ZNF625,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),321,9,False,False,3
ZNF626,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),682,2,True,False,3
ZNF627,True,Rest,PASS,,1126,54,True,False,3
ZNF628,False,Rest,Not statistically significant,Not statistically significant,305,66,True,False,3
ZNF629,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),631,2,False,False,3
ZNF630,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),438,22,True,False,3
ZNF638,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),246,7,True,False,3
ZNF639,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),402,20,True,False,3
ZNF641,True,Stim48hr,PASS,,656,766,True,False,3
ZNF644,True,Stim48hr,PASS,,591,444,True,False,3
ZNF646,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),246,3,True,False,3
ZNF648,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),445,12,False,False,3
ZNF649,True,Stim48hr,PASS,,798,1174,True,False,3
ZNF652,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),1008,28,True,False,3
ZNF653,True,Rest,PASS,,554,121,True,False,3
ZNF655,True,Stim48hr,PASS,,458,68,True,False,3
ZNF658,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),1075,24,True,False,3
ZNF660,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),702,7,False,False,3
ZNF662,False,Rest,Not statistically significant,Not statistically significant,205,484,False,False,3
ZNF664,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),827,4,True,False,3
ZNF665,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),425,8,False,False,3
ZNF667,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),528,0,False,False,3
ZNF669,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),967,2,True,False,3
ZNF670,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),361,0,False,False,3
ZNF671,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),372,4,True,False,3
ZNF672,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),360,2,True,False,3
ZNF674,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),379,2,False,False,3
ZNF675,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),586,2,True,False,3
